Ensembl ID	Uniprot IDs	Length	Symbol	Degree	mitochondrion organization	cell adhesion	signal transduction	B cell FPKM	Neuron FPKM
ENSG00000005108	A0A087WY08_HUMAN THS7A_HUMAN	29250.000000000025	THSD7A	2	0	0	0	0.0	45.12
ENSG00000005156	K7EJR4_HUMAN K7ELY6_HUMAN K7ENR9_HUMAN K7EQB6_HUMAN K7ERZ5_HUMAN DNLI3_HUMAN	461841.9999999997	LIG3	21	0	0	0	6.29	23.26
ENSG00000005175	RPAP3_HUMAN	187339.0	RPAP3	8	0	0	0	6.54	7.98
ENSG00000005187	H3BR33_HUMAN H3BSM0_HUMAN H3BT38_HUMAN H3BTG0_HUMAN H3BUF2_HUMAN H3BV29_HUMAN H3BVD5_HUMAN ACSM3_HUMAN	44813.00000000005	ACSM3	1	0	0	0	4.54	0.0
ENSG00000005194	H3BPG7_HUMAN H3BQ23_HUMAN H3BT65_HUMAN H3BTT4_HUMAN H3BTZ8_HUMAN H3BUG4_HUMAN H3BV90_HUMAN CPIN1_HUMAN	43239.999999999985	CIAPIN1	3	0	0	0	15.79	59.22
ENSG00000005206	A0A087WT77_HUMAN A0A087WWL4_HUMAN A0A087WZ50_HUMAN A0A087WZ93_HUMAN SPP2B_HUMAN	12229.999999999987	SPPL2B	1	0	0	0	296.5	32.62
ENSG00000005238	F214B_HUMAN	26191.999999999985	FAM214B	12	0	0	0	6.73	16.33
ENSG00000005243	A0A0G2JLH9_HUMAN J3KRJ9_HUMAN J3QL73_HUMAN J3QLS7_HUMAN J3QQQ5_HUMAN J3QS21_HUMAN COPZ2_HUMAN		COPZ2	5	0	0	0	0.73	0.0
ENSG00000005249	KAP3_HUMAN	11864.000000000013	PRKAR2B	34	0	0	0	0.06	7.76
ENSG00000005302	A6NLU8_HUMAN C9JKR8_HUMAN C9JXM9_HUMAN F8WC61_HUMAN H7BYE4_HUMAN MS3L1_HUMAN	155673.00000000012	MSL3	4	0	0	0	64.18	10.07
ENSG00000005339	A0A1B0GUU0_HUMAN I3L0Q1_HUMAN I3L293_HUMAN I3L3I5_HUMAN I3L466_HUMAN CBP_HUMAN	17594.99999999999	CREBBP	276	0	0	1	19.7	13.09
ENSG00000005379	A0A0C4DGN5_HUMAN J3KSY4_HUMAN J3KT64_HUMAN RIMB1_HUMAN	11079.999999999995	TSPOAP1	1	0	0	0	8.61	18.29
ENSG00000005381	J3QSF7_HUMAN PERM_HUMAN	27533.0	MPO	9	0	0	0	0.05	0.01
ENSG00000005421	F8WF42_HUMAN PON1_HUMAN		PON1	3	0	0	0	0.0	0.51
ENSG00000005436	C9JII4_HUMAN H7C335_HUMAN GCFC2_HUMAN S4R3C1_HUMAN S4R461_HUMAN S4R465_HUMAN	27031.999999999996	GCFC2	4	0	0	0	8.55	7.36
ENSG00000005469	C9J3D7_HUMAN OCTC_HUMAN	4077.999999999997	CROT	3	0	0	0	1.96	0.83
ENSG00000005471	E7EQI1_HUMAN H7C0M2_HUMAN MDR3_HUMAN	100183.0	ABCB4	1	0	0	0	12.21	0.35
ENSG00000005483	A0A087WYW5_HUMAN C9JNE1_HUMAN C9JQ68_HUMAN C9JYI9_HUMAN F8WAU9_HUMAN H7C4F3_HUMAN H7C5C4_HUMAN KMT2E_HUMAN S4R363_HUMAN	78738.99999999997	KMT2E	3	0	0	0	23.32	35.41
ENSG00000005513	SOX8_HUMAN	46325.00000000002	SOX8	14	0	0	1	0.02	4.44
ENSG00000005700	D6R9F4_HUMAN E7EPI0_HUMAN E9PDR5_HUMAN H0Y9N7_HUMAN IBTK_HUMAN	39961.999999999985	IBTK	5	0	0	0	3.18	13.95
ENSG00000005801	A0A087WT67_HUMAN C9JG37_HUMAN E9PIN4_HUMAN E9PIT0_HUMAN E9PIY8_HUMAN E9PLF5_HUMAN E9PLW9_HUMAN E9PMX5_HUMAN E9PNM0_HUMAN E9PPF8_HUMAN E9PSE6_HUMAN H0YDV1_HUMAN ZN195_HUMAN	77771.99999999993	ZNF195	1	0	0	0	16.14	52.77
ENSG00000005810	A0A087WY34_HUMAN A0A0C4DGY7_HUMAN H7C3U4_HUMAN MYCB2_HUMAN	34598.00000000001	MYCBP2	14	0	0	0	60.17	59.84
ENSG00000005812	C9J0Y7_HUMAN FBXL3_HUMAN	282395.9999999999	FBXL3	6	0	0	0	14.66	13.87
ENSG00000005844	B4DQ77_HUMAN B4E021_HUMAN H3BNL5_HUMAN H3BS37_HUMAN H3BSV1_HUMAN H3BUT3_HUMAN I3L1D1_HUMAN I3L468_HUMAN ITAL_HUMAN	17415.999999999993	ITGAL	12	0	1	1	78.73	0.18
ENSG00000005882	D6R983_HUMAN D6RDN9_HUMAN D6RGV8_HUMAN D6RHG2_HUMAN D6RJH7_HUMAN PDK2_HUMAN	50527.99999999995	PDK2	15	0	0	0	52.47	13.29
ENSG00000005884	D6R9X8_HUMAN H0YA32_HUMAN H0YA49_HUMAN K7EMU3_HUMAN K7EQJ2_HUMAN ITA3_HUMAN	67082.99999999994	ITGA3	21	0	0	0	9.5	7.88
ENSG00000005893	H0YCG2_HUMAN LAMP2_HUMAN	17325.999999999996	LAMP2	2	0	0	0	8.03	23.97
ENSG00000005961	K7EKA6_HUMAN K7EP83_HUMAN ITA2B_HUMAN	41538.999999999935	ITGA2B	30	0	0	0	0.1	0.17
ENSG00000005981	ASB4_HUMAN	20457.00000000002	ASB4	5	0	0	0	0.0	0.03
ENSG00000006007	H3BNA5_HUMAN H3BRL5_HUMAN H3BU22_HUMAN GDE1_HUMAN	61788.99999999997	GDE1	4	0	0	0	7.15	20.39
ENSG00000006015	M0QYI9_HUMAN M0R0T3_HUMAN REX1B_HUMAN	35521.999999999985	REX1BD	8	0	0	0	117.1	40.29
ENSG00000006016	M0QZL6_HUMAN CRLF1_HUMAN	3652.0000000000014	CRLF1	3	0	0	0	0.28	26.52
ENSG00000006042	C9J3Y0_HUMAN C9J6Q8_HUMAN J3QLG7_HUMAN J3QS57_HUMAN J9JIC8_HUMAN TMM98_HUMAN	14463.000000000007	TMEM98	2	0	0	0	0.0	34.92
ENSG00000006059	KT33A_HUMAN	6364.000000000004	KRT33A	2	0	0	0	0.0	0.0
ENSG00000006062	A0A087WXF1_HUMAN M3K14_HUMAN	83961.00000000007	MAP3K14	146	0	0	0	48.9	1.01
ENSG00000006071	E9PK50_HUMAN H0YDH8_HUMAN H0YE33_HUMAN H0YEA9_HUMAN H0YF51_HUMAN ABCC8_HUMAN	53920.00000000002	ABCC8	5	0	0	1	0.0	0.84
ENSG00000006116	CCG3_HUMAN	12696.999999999998	CACNG3	1	0	0	0	0.01	0.83
ENSG00000006118	F5H765_HUMAN H0YFB3_HUMAN H0YFQ1_HUMAN H0YFQ2_HUMAN T132A_HUMAN	107249.00000000004	TMEM132A	4	0	0	0	0.84	235.53
ENSG00000006125	A0A087WU93_HUMAN A0A087WXS3_HUMAN A0A087WYD1_HUMAN A0A087WZQ6_HUMAN A0A087X253_HUMAN K7EJ01_HUMAN K7EJX1_HUMAN K7EKZ5_HUMAN K7EMN7_HUMAN K7EN71_HUMAN K7ERB2_HUMAN AP2B1_HUMAN	8565.000000000004	AP2B1	50	0	0	0	23.7	56.43
ENSG00000006128	TKN1_HUMAN	148363.9999999999	TAC1	12	0	0	0	0.0	3.26
ENSG00000006194	B4DI05_HUMAN I3L0N0_HUMAN I3L2X3_HUMAN I3L393_HUMAN I3L4C4_HUMAN I3L538_HUMAN I3NI39_HUMAN ZN263_HUMAN	12591.000000000007	ZNF263	14	0	0	0	17.65	26.76
ENSG00000006210	H3BSR6_HUMAN H3BV86_HUMAN J3QRA1_HUMAN X3CL1_HUMAN	37601.99999999996	CX3CL1	4	0	1	0	0.0	0.0
ENSG00000006282	A0A0U1RRL8_HUMAN D6R947_HUMAN D6RC70_HUMAN D6RIU6_HUMAN H0Y9M1_HUMAN H0Y9W3_HUMAN SPT20_HUMAN	66407.0	SPATA20	1	0	0	0	44.07	12.09
ENSG00000006283	A0A0B4J1X2_HUMAN H0YAN0_HUMAN I3L2W8_HUMAN CAC1G_HUMAN	12794.999999999995	CACNA1G	2	0	0	0	0.0	1.22
ENSG00000006327	I3L0S4_HUMAN I3L1J9_HUMAN I3L3P4_HUMAN I3L539_HUMAN TNR12_HUMAN	5492.000000000006	TNFRSF12A	7	0	0	0	0.44	7.1
ENSG00000006432	A0A087WW79_HUMAN G3V347_HUMAN G3V4P9_HUMAN J3KPI6_HUMAN M3K9_HUMAN	84641.99999999981	MAP3K9	3	0	0	0	3.34	4.99
ENSG00000006451	C9JPE8_HUMAN H7C3P7_HUMAN RALA_HUMAN		RALA	38	0	0	1	6.64	13.18
ENSG00000006453	BI2L1_HUMAN	92290.0	BAIAP2L1	4	0	0	0	1.08	0.45
ENSG00000006468	B5MCT2_HUMAN C9J0B7_HUMAN C9J4P4_HUMAN C9J9L1_HUMAN C9JQH6_HUMAN C9JX69_HUMAN F8WEH6_HUMAN ETV1_HUMAN	104056.00000000004	ETV1	13	0	0	0	0.0	16.25
ENSG00000006530	E9PC15_HUMAN E9PG39_HUMAN F8WDD1_HUMAN AGK_HUMAN	100198.00000000007	AGK	4	0	0	0	8.46	15.17
ENSG00000006534	A0A087WTE0_HUMAN A0A087WU54_HUMAN A0A087WUF8_HUMAN A0A087X192_HUMAN A0A087X2D4_HUMAN AL3B1_HUMAN Q9BUJ8_HUMAN	21556.0	ALDH3B1	52	0	0	0	0.57	0.09
ENSG00000006606	CCL26_HUMAN	158712.00000000006	CCL26	2	0	0	1	0.0	0.0
ENSG00000006607	C9JVQ5_HUMAN C9JWM9_HUMAN H7C210_HUMAN H7C3E4_HUMAN H7C3M7_HUMAN H7C447_HUMAN FARP2_HUMAN	50522.00000000002	FARP2	3	0	1	0	26.48	21.36
ENSG00000006611	E9PNW1_HUMAN USH1C_HUMAN	138599.00000000006	USH1C	11	0	0	0	0.0	0.0
ENSG00000006625	A0A0B4J1Y4_HUMAN B8ZZK2_HUMAN H7BZK5_HUMAN GGCT_HUMAN	33325.99999999997	GGCT	1	0	0	0	5.77	16.65
ENSG00000006634	B4DXK0_HUMAN F8WF77_HUMAN DBF4A_HUMAN	8224.000000000007	DBF4	14	0	0	0	5.54	16.68
ENSG00000006638	K7ER80_HUMAN TA2R_HUMAN	58050.00000000002	TBXA2R	18	0	0	0	5.69	0.06
ENSG00000006652	C9J311_HUMAN C9J7U6_HUMAN C9JA65_HUMAN C9JFH1_HUMAN C9JK78_HUMAN C9JLG5_HUMAN C9JNM6_HUMAN E9PMY4_HUMAN H0YEE3_HUMAN IFRD1_HUMAN		IFRD1	5	0	0	0	38.72	90.23
ENSG00000006659	M0R163_HUMAN PPL13_HUMAN	139182.0	LGALS14	15	0	0	0	0.0	0.0
ENSG00000006704	E9PFE2_HUMAN H7C4Q8_HUMAN GT2D1_HUMAN		GTF2IRD1	6	0	0	0	0.32	10.27
ENSG00000006712	B4DGJ5_HUMAN M0QYC7_HUMAN PAF1_HUMAN	148814.99999999994	PAF1	10	0	0	0	276.75	16.79
ENSG00000006715	C9J2U9_HUMAN C9J3F8_HUMAN C9JU58_HUMAN C9JZ11_HUMAN H7BXH3_HUMAN H7BZX6_HUMAN H7C0K2_HUMAN VPS41_HUMAN		VPS41	5	0	0	0	6.67	20.93
ENSG00000006740	A0A087WZS3_HUMAN E7ERK8_HUMAN F5H6L3_HUMAN J3KRS3_HUMAN J3QQU7_HUMAN K7EK86_HUMAN RHG44_HUMAN	209432.0000000001	ARHGAP44	4	0	0	1	0.56	4.27
ENSG00000006744	E7ES68_HUMAN G5E9D5_HUMAN H7C2I4_HUMAN J3QL08_HUMAN J3QLK4_HUMAN J3QQT1_HUMAN J3QRS2_HUMAN RNZ2_HUMAN V9GYS7_HUMAN V9GYU5_HUMAN V9GZ72_HUMAN	89603.00000000007	ELAC2	8	0	0	0	41.46	27.73
ENSG00000006747	C9JGB6_HUMAN E5RHN8_HUMAN E5RHX6_HUMAN F8WBX5_HUMAN ADSV_HUMAN	25796.999999999985	SCIN	6	0	0	0	0.7	0.02
ENSG00000006788	MYH13_HUMAN	100104.99999999994	MYH13	1	0	0	0	0.0	0.0
ENSG00000006831	PAQR2_HUMAN	72265.99999999999	ADIPOR2	3	0	0	0	6.6	11.13
ENSG00000006837	B4DX41_HUMAN E5RFT9_HUMAN E5RGK4_HUMAN E5RI54_HUMAN E7ET86_HUMAN H0YAP8_HUMAN H0YB17_HUMAN CDKL3_HUMAN	259452.99999999977	CDKL3	12	0	0	0	0.29	1.63
ENSG00000007001	UPP2_HUMAN	84698.00000000001	UPP2	5	0	0	0	0.0	0.0
ENSG00000007038	I3L0U2_HUMAN I3L2G7_HUMAN I3L3C7_HUMAN I3L3F7_HUMAN TEST_HUMAN	225995.99999999945	PRSS21	1	0	0	0	4.14	0.0
ENSG00000007047	K7EK17_HUMAN K7EKG8_HUMAN K7EN95_HUMAN Q6IPE9_HUMAN Q96GZ3_HUMAN MARK4_HUMAN	9124.999999999987	MARK4	55	0	0	0	9.69	16.91
ENSG00000007062	D6RBI0_HUMAN D6RCC3_HUMAN D6RIF3_HUMAN H0Y9D4_HUMAN H0Y9M7_HUMAN H0Y9Q5_HUMAN PROM1_HUMAN	10975.99999999999	PROM1	3	0	0	0	0.03	10.62
ENSG00000007168	I3L384_HUMAN I3L3N5_HUMAN I3L495_HUMAN LIS1_HUMAN	37326.99999999999	PAFAH1B1	22	0	0	0	29.56	58.73
ENSG00000007171	NOS2_HUMAN	371318.0	NOS2	14	0	0	0	0.08	0.02
ENSG00000007174	E7EP17_HUMAN J3QLM9_HUMAN J3QQK8_HUMAN K7EMX3_HUMAN K7EP21_HUMAN DYH9_HUMAN		DNAH9	1	0	0	0	0.0	0.07
ENSG00000007202	J3QLM5_HUMAN K7EMT1_HUMAN K7EQ86_HUMAN K7EQR3_HUMAN Q08E86_HUMAN K0100_HUMAN	24489.000000000025	KIAA0100	2	0	0	0	32.84	29.23
ENSG00000007237	A0A0A0MS68_HUMAN J3KS47_HUMAN J3KTB1_HUMAN J3QLH8_HUMAN J3QR80_HUMAN J3QS26_HUMAN GAS7_HUMAN	15310.00000000001	GAS7	25	0	0	0	2.42	0.31
ENSG00000007255	TPC6A_HUMAN	287943.0000000001	TRAPPC6A	10	0	0	0	56.55	21.05
ENSG00000007264	K7EKC4_HUMAN K7EKS5_HUMAN K7ENL8_HUMAN K7EPP2_HUMAN K7EQV3_HUMAN K7EQY5_HUMAN K7ERY4_HUMAN K7ES68_HUMAN MATK_HUMAN	33670.00000000002	MATK	9	0	0	0	5.88	0.11
ENSG00000007312	CD79B_HUMAN	34365.000000000015	CD79B	14	0	0	1	787.62	0.19
ENSG00000007314	SCN4A_HUMAN	3615.0000000000014	SCN4A	8	0	0	0	1.03	5.34
ENSG00000007350	A2ID95_HUMAN F8WF97_HUMAN H0Y808_HUMAN TKTL1_HUMAN	97307.99999999981	TKTL1	13	0	0	0	0.12	0.01
