Ensembl ID	Symbol	Uniprot IDs	Log10 Length	Log10 Degree	Log10 B cell FPKM	Log10 Neuron FPKM	Chromosome
ENSG00000004478	FKBP4	F5H120_HUMAN F5H1U3_HUMAN H0YFG2_HUMAN H0YG86_HUMAN FKBP4_HUMAN	4.8078190530589655	1.5440680443502757	1.141136090120739	1.435844365984441	12
ENSG00000004487	KDM1A	KDM1A_HUMAN R4GMP9_HUMAN R4GMQ1_HUMAN	4.019988159591287	1.919078092376074	1.3567904603517156	2.271864830219396	1
ENSG00000004534	RBM6	C9J250_HUMAN C9JII0_HUMAN C9JMC8_HUMAN C9JSL1_HUMAN E9PGM9_HUMAN F8WCA5_HUMAN F8WCT0_HUMAN F8WF63_HUMAN RBM6_HUMAN	4.53878730993371	0.3010299956639812	2.2020248951040378	1.6602961602707296	3
ENSG00000004660	CAMKK1	J3KPJ3_HUMAN KKCC1_HUMAN	5.2042258290363845	1.1139433523068367	0.5092025223311029	1.1205739312058498	17
ENSG00000004700	RECQL	F5GYB7_HUMAN F5H2L2_HUMAN F5H3W0_HUMAN F5H4P4_HUMAN F8WA66_HUMAN F8WD97_HUMAN RECQ1_HUMAN	5.109855165454189	1.1139433523068367	0.9995654882259823	1.3186892699477455	12
ENSG00000004776	HSPB6	A0A1X7SC65_HUMAN K7EP04_HUMAN HSPB6_HUMAN	4.155062619223921	0.4771212547196624	-2.0	-1.5228787452803376	19
ENSG00000004777	ARHGAP33	A0A0A0MQQ9_HUMAN K7EK14_HUMAN K7EMC2_HUMAN K7EQI6_HUMAN RHG33_HUMAN	3.545430829465351	0.3010299956639812	1.3001605369513525	1.0394141191761372	19
ENSG00000004779	NDUFAB1	H3BNE8_HUMAN H3BNK3_HUMAN I3L505_HUMAN ACPM_HUMAN	4.113709438449503	1.7242758696007892	1.4488608456074408	1.8308451923086115	16
ENSG00000004799	PDK4	PDK4_HUMAN	4.186249820779088	0.9030899869919436	-0.4089353929735008	-2.0	7
ENSG00000004838	ZMYND10	C9JUQ8_HUMAN F2Z3M9_HUMAN ZMY10_HUMAN	4.715627349158222	0.6989700043360189	0.23299611039215384	-0.9208187539523752	3
ENSG00000004846	ABCB5	H7C165_HUMAN ABCB5_HUMAN	4.104726044109975	0.0	-2.0	-2.0	7
ENSG00000004864	SLC25A13	CMC2_HUMAN R4GN64_HUMAN	5.442269626316165	1.7923916894982541	0.9527924430440922	1.5149460053080044	7
ENSG00000004866	ST7	B7Z4L1_HUMAN B7Z4U3_HUMAN C9J2Z1_HUMAN C9JCI7_HUMAN C9JRQ0_HUMAN C9JRW1_HUMAN C9JU30_HUMAN C9JWK8_HUMAN C9JX79_HUMAN C9JZV9_HUMAN E7EMS3_HUMAN E7ENZ9_HUMAN E7EPD9_HUMAN E7EPW5_HUMAN E9PCV1_HUMAN E9PF01_HUMAN G3XAH9_HUMAN H7BXS2_HUMAN ST7_HUMAN	5.305196543819144	0.7781512503836436	0.22010808804005508	1.7105404479332968	7
ENSG00000004897	CDC27	E9PRZ6_HUMAN F6QPS0_HUMAN G5EA36_HUMAN I3L1K3_HUMAN I3L225_HUMAN I3L2Z8_HUMAN I3L328_HUMAN I3L394_HUMAN I3L3G1_HUMAN I3L3H6_HUMAN I3L3Y5_HUMAN K7EMA6_HUMAN CDC27_HUMAN	4.295720999848835	1.6127838567197357	1.1684974835230326	1.4774106879072515	17
ENSG00000004939	SLC4A1	A0A0A0MS98_HUMAN B3AT_HUMAN V9H0V9_HUMAN		1.2552725051033058	-1.6989700043360187	-2.0	17
ENSG00000004948	CALCR	A0A0A0MRG0_HUMAN A0A0A0MSQ7_HUMAN A0A0C4DG16_HUMAN D8MIV0_HUMAN CALCR_HUMAN		1.0791812460476249	-2.0	-2.0	7
ENSG00000004975	DVL2	I3L0M7_HUMAN I3L0Z8_HUMAN I3L2N2_HUMAN I3L2W9_HUMAN DVL2_HUMAN	3.735918116531297	1.8920946026904804	1.2057455409426625	1.4212747912103465	17
ENSG00000005007	UPF1	RENT1_HUMAN	5.516109463984456	2.1931245983544616	1.570192561095726	1.3159703454569178	19
ENSG00000005020	SKAP2	C9JQ17_HUMAN SKAP2_HUMAN	4.559894660836003	1.041392685158225	0.9694159123539814	0.7234556720351858	7
ENSG00000005022	SLC25A5	ADT2_HUMAN	5.1089774752221935	2.3961993470957363	2.501456384696516	2.1666372942318044	X
ENSG00000005059	MCUB	MCUB_HUMAN	3.4653828514484184	0.0	1.911104317804036	0.8382192219076258	4
ENSG00000005073	HOXA11	H0YIA6_HUMAN HXA11_HUMAN	3.762678563727436	0.6020599913279624	-2.0	-2.0	7
ENSG00000005075	POLR2J	F6S314_HUMAN RPB11_HUMAN	3.569841899403761	1.5563025007672873	1.7751733854247869	1.0338256939533104	7
ENSG00000005100	DHX33	I3L0M5_HUMAN I3L1L6_HUMAN Q05BE5_HUMAN DHX33_HUMAN	4.3337897383311965	0.0	0.6599162000698502	0.6875289612146344	17
ENSG00000005102	MEOX1	F8VXS6_HUMAN MEOX1_HUMAN	4.449462971045412	1.3617278360175928	-2.0	-2.0	17
ENSG00000005108	THSD7A	A0A087WY08_HUMAN THS7A_HUMAN	4.4661258704182005	0.3010299956639812	-2.0	1.6544653335201458	7
ENSG00000005156	LIG3	K7EJR4_HUMAN K7ELY6_HUMAN K7ENR9_HUMAN K7EQB6_HUMAN K7ERZ5_HUMAN DNLI3_HUMAN	5.664493425200522	1.3222192947339193	0.7993405494535817	1.36679638328673	17
ENSG00000005175	RPAP3	RPAP3_HUMAN	5.272628197672407	0.9030899869919436	0.8162412999917831	0.9025467793139914	12
ENSG00000005187	ACSM3	H3BR33_HUMAN H3BSM0_HUMAN H3BT38_HUMAN H3BTG0_HUMAN H3BUF2_HUMAN H3BV29_HUMAN H3BVD5_HUMAN ACSM3_HUMAN	4.651404018669439	0.0	0.6580113966571124	-2.0	16
ENSG00000005194	CIAPIN1	H3BPG7_HUMAN H3BQ23_HUMAN H3BT65_HUMAN H3BTT4_HUMAN H3BTZ8_HUMAN H3BUG4_HUMAN H3BV90_HUMAN CPIN1_HUMAN	4.6358856852812735	0.4771212547196624	1.1986570869544226	1.7725417326409434	16
ENSG00000005206	SPPL2B	A0A087WT77_HUMAN A0A087WWL4_HUMAN A0A087WZ50_HUMAN A0A087WZ93_HUMAN SPP2B_HUMAN	4.087426457036285	0.0	2.472039344821981	1.513617073787875	19
ENSG00000005238	FAM214B	F214B_HUMAN	4.418168662067866	1.0791812460476249	0.8286598965353198	1.2132520521963968	9
ENSG00000005243	COPZ2	A0A0G2JLH9_HUMAN J3KRJ9_HUMAN J3QL73_HUMAN J3QLS7_HUMAN J3QQQ5_HUMAN J3QS21_HUMAN COPZ2_HUMAN		0.6989700043360189	-0.13076828026902382	-2.0	17
ENSG00000005249	PRKAR2B	KAP3_HUMAN	4.074231138020326	1.5314789170422551	-1.1549019599857433	0.8904210188009143	7
ENSG00000005302	MSL3	A6NLU8_HUMAN C9JKR8_HUMAN C9JXM9_HUMAN F8WC61_HUMAN H7BYE4_HUMAN MS3L1_HUMAN	5.192213294855661	0.6020599913279624	1.807467375684278	1.0034605321095065	X
ENSG00000005339	CREBBP	A0A1B0GUU0_HUMAN I3L0Q1_HUMAN I3L293_HUMAN I3L3I5_HUMAN I3L466_HUMAN CBP_HUMAN	4.24538927117121	2.4409090820652177	1.2946866242794433	1.1172712956557642	16
ENSG00000005379	TSPOAP1	A0A0C4DGN5_HUMAN J3KSY4_HUMAN J3KT64_HUMAN RIMB1_HUMAN	4.044539760392412	0.0	0.9355072658247128	1.2624510897304295	17
ENSG00000005381	MPO	J3QSF7_HUMAN PERM_HUMAN	4.439853534766448	0.9542425094393248	-1.2218487496163564	-1.6989700043360187	17
ENSG00000005421	PON1	F8WF42_HUMAN PON1_HUMAN		0.4771212547196624	-2.0	-0.2839966563652008	7
ENSG00000005436	GCFC2	C9JII4_HUMAN H7C335_HUMAN GCFC2_HUMAN S4R3C1_HUMAN S4R461_HUMAN S4R465_HUMAN	4.43187817876684	0.6020599913279624	0.9324737646771531	0.8674674878590515	2
ENSG00000005469	CROT	C9J3D7_HUMAN OCTC_HUMAN	3.6104472214421213	0.4771212547196624	0.2944662261615929	-0.07572071393811836	7
ENSG00000005471	ABCB4	E7EQI1_HUMAN H7C0M2_HUMAN MDR3_HUMAN	5.000794032583461	0.0	1.0870712059065355	-0.4436974992327127	7
ENSG00000005483	KMT2E	A0A087WYW5_HUMAN C9JNE1_HUMAN C9JQ68_HUMAN C9JYI9_HUMAN F8WAU9_HUMAN H7C4F3_HUMAN H7C5C4_HUMAN KMT2E_HUMAN S4R363_HUMAN	4.896189894868235	0.4771212547196624	1.3679147387937527	1.5492485568540555	7
ENSG00000005513	SOX8	SOX8_HUMAN	4.6658154279909345	1.146128035678238	-1.5228787452803376	0.6483600109809317	16
ENSG00000005700	IBTK	D6R9F4_HUMAN E7EPI0_HUMAN E9PDR5_HUMAN H0Y9N7_HUMAN IBTK_HUMAN	4.601647215470564	0.6989700043360189	0.5037906830571811	1.1448854182871422	6
ENSG00000005801	ZNF195	A0A087WT67_HUMAN C9JG37_HUMAN E9PIN4_HUMAN E9PIT0_HUMAN E9PIY8_HUMAN E9PLF5_HUMAN E9PLW9_HUMAN E9PMX5_HUMAN E9PNM0_HUMAN E9PPF8_HUMAN E9PSE6_HUMAN H0YDV1_HUMAN ZN195_HUMAN	4.890823267500776	0.0	1.2081725266671215	1.7224693858840308	11
ENSG00000005810	MYCBP2	A0A087WY34_HUMAN A0A0C4DGY7_HUMAN H7C3U4_HUMAN MYCB2_HUMAN	4.53905099433993	1.146128035678238	1.7794521834040615	1.7770641547424295	13
ENSG00000005812	FBXL3	C9J0Y7_HUMAN FBXL3_HUMAN	5.450858540856286	0.7781512503836436	1.1664301138432829	1.1423894661188359	13
ENSG00000005844	ITGAL	B4DQ77_HUMAN B4E021_HUMAN H3BNL5_HUMAN H3BS37_HUMAN H3BSV1_HUMAN H3BUT3_HUMAN I3L1D1_HUMAN I3L468_HUMAN ITAL_HUMAN	4.240948416033038	1.0791812460476249	1.8961954104542107	-0.7212463990471709	16
ENSG00000005882	PDK2	D6R983_HUMAN D6RDN9_HUMAN D6RGV8_HUMAN D6RHG2_HUMAN D6RJH7_HUMAN PDK2_HUMAN	4.7035321083282	1.1760912590556811	1.7199938263676038	1.1238516409670858	17
ENSG00000005884	ITGA3	D6R9X8_HUMAN H0YA32_HUMAN H0YA49_HUMAN K7EMU3_HUMAN K7EQJ2_HUMAN ITA3_HUMAN	4.826612476329879	1.3222192947339193	0.978180516937414	0.8970770032094203	17
ENSG00000005893	LAMP2	H0YCG2_HUMAN LAMP2_HUMAN	4.238698310062986	0.3010299956639812	0.9052560487484512	1.3798491787628302	X
ENSG00000005961	ITGA2B	K7EKA6_HUMAN K7EP83_HUMAN ITA2B_HUMAN	4.618456037222926	1.4771212547196624	-0.958607314841775	-0.7447274948966939	17
ENSG00000005981	ASB4	ASB4_HUMAN	4.310841945164297	0.6989700043360189	-2.0	-1.3979400086720375	7
ENSG00000006007	GDE1	H3BNA5_HUMAN H3BRL5_HUMAN H3BU22_HUMAN GDE1_HUMAN	4.790911166601595	0.6020599913279624	0.8549130223078556	1.3096301674258988	16
ENSG00000006015	REX1BD	M0QYI9_HUMAN M0R0T3_HUMAN REX1B_HUMAN	4.550497409936272	0.9030899869919436	2.068593980976652	1.6053050461411094	19
ENSG00000006016	CRLF1	M0QZL6_HUMAN CRLF1_HUMAN	3.5625307688622616	0.4771212547196624	-0.5376020021010439	1.423737249982329	19
ENSG00000006042	TMEM98	C9J3Y0_HUMAN C9J6Q8_HUMAN J3QLG7_HUMAN J3QS57_HUMAN J9JIC8_HUMAN TMM98_HUMAN	4.16025838620267	0.3010299956639812	-2.0	1.543198585637647	17
ENSG00000006059	KRT33A	KT33A_HUMAN	3.8037301709745437	0.3010299956639812	-2.0	-2.0	17
ENSG00000006062	MAP3K14	A0A087WXF1_HUMAN M3K14_HUMAN	4.924077602515123	2.1643528557844367	1.6893976628212823	0.008600171761917567	17
ENSG00000006071	ABCC8	E9PK50_HUMAN H0YDH8_HUMAN H0YE33_HUMAN H0YEA9_HUMAN H0YF51_HUMAN ABCC8_HUMAN	4.731749883527264	0.6989700043360189	-2.0	-0.07058107428570727	11
ENSG00000006116	CACNG3	CCG3_HUMAN	4.1037011195895134	0.0	-1.6989700043360187	-0.07572071393811836	16
ENSG00000006118	TMEM132A	F5H765_HUMAN H0YFB3_HUMAN H0YFQ1_HUMAN H0YFQ2_HUMAN T132A_HUMAN	5.030393251472085	0.6020599913279624	-0.07058107428570727	2.3720646707181334	11
ENSG00000006125	AP2B1	A0A087WU93_HUMAN A0A087WXS3_HUMAN A0A087WYD1_HUMAN A0A087WZQ6_HUMAN A0A087X253_HUMAN K7EJ01_HUMAN K7EJX1_HUMAN K7EKZ5_HUMAN K7EMN7_HUMAN K7EN71_HUMAN K7ERB2_HUMAN AP2B1_HUMAN	3.9327273673015295	1.6989700043360187	1.374931553978188	1.75158700508231	17
ENSG00000006128	TAC1	TKN1_HUMAN	5.171328533705572	1.0791812460476249	-2.0	0.514547752660286	7
ENSG00000006194	ZNF263	B4DI05_HUMAN I3L0N0_HUMAN I3L2X3_HUMAN I3L393_HUMAN I3L4C4_HUMAN I3L538_HUMAN I3NI39_HUMAN ZN263_HUMAN	4.100060223931154	1.146128035678238	1.2469906992415498	1.4276483711869328	16
ENSG00000006210	CX3CL1	H3BSR6_HUMAN H3BV86_HUMAN J3QRA1_HUMAN X3CL1_HUMAN	4.575210945083613	0.6020599913279624	-2.0	-2.0	16
ENSG00000006282	SPATA20	A0A0U1RRL8_HUMAN D6R947_HUMAN D6RC70_HUMAN D6RIU6_HUMAN H0Y9M1_HUMAN H0Y9W3_HUMAN SPT20_HUMAN	4.822213861011698	0.0	1.6442415858437287	1.08278537031645	17
ENSG00000006283	CACNA1G	A0A0B4J1X2_HUMAN H0YAN0_HUMAN I3L2W8_HUMAN CAC1G_HUMAN	4.107040290223204	0.3010299956639812	-2.0	0.08990511143939793	17
ENSG00000006327	TNFRSF12A	I3L0S4_HUMAN I3L1J9_HUMAN I3L3P4_HUMAN I3L539_HUMAN TNR12_HUMAN	3.7397305285647184	0.8450980400142568	-0.3467874862246563	0.8518696007297663	16
ENSG00000006432	MAP3K9	A0A087WW79_HUMAN G3V347_HUMAN G3V4P9_HUMAN J3KPI6_HUMAN M3K9_HUMAN	4.927585916726812	0.4771212547196624	0.5250448070368452	0.6989700043360189	14
ENSG00000006451	RALA	C9JPE8_HUMAN H7C3P7_HUMAN RALA_HUMAN		1.57978359661681	0.8228216453031045	1.1202447955463652	7
ENSG00000006453	BAIAP2L1	BI2L1_HUMAN	4.9651546459869245	0.6020599913279624	0.037426497940623665	-0.3372421683184259	7
ENSG00000006468	ETV1	B5MCT2_HUMAN C9J0B7_HUMAN C9J4P4_HUMAN C9J9L1_HUMAN C9JQH6_HUMAN C9JX69_HUMAN F8WEH6_HUMAN ETV1_HUMAN	5.0172671272363925	1.1139433523068367	-2.0	1.2111205412580497	7
ENSG00000006530	AGK	E9PC15_HUMAN E9PG39_HUMAN F8WDD1_HUMAN AGK_HUMAN	5.0008590528921815	0.6020599913279624	0.927883410330707	1.1812717715594616	7
ENSG00000006534	ALDH3B1	A0A087WTE0_HUMAN A0A087WU54_HUMAN A0A087WUF8_HUMAN A0A087X192_HUMAN A0A087X2D4_HUMAN AL3B1_HUMAN Q9BUJ8_HUMAN	4.333568174923988	1.7160033436347992	-0.2365720064370628	-1.0	11
ENSG00000006606	CCL26	CCL26_HUMAN	5.200609764415588	0.3010299956639812	-2.0	-2.0	7
ENSG00000006607	FARP2	C9JVQ5_HUMAN C9JWM9_HUMAN H7C210_HUMAN H7C3E4_HUMAN H7C3M7_HUMAN H7C447_HUMAN FARP2_HUMAN	4.7034805345153465	0.4771212547196624	1.4230819582972312	1.3298045221640695	2
ENSG00000006611	USH1C	E9PNW1_HUMAN USH1C_HUMAN	5.141760096826665	1.041392685158225	-2.0	-2.0	11
ENSG00000006625	GGCT	A0A0B4J1Y4_HUMAN B8ZZK2_HUMAN H7BZK5_HUMAN GGCT_HUMAN	4.5227831899828494	0.0	0.761927838420529	1.2216749970707688	7
ENSG00000006634	DBF4	B4DXK0_HUMAN F8WF77_HUMAN DBF4A_HUMAN	3.9150831016512013	1.146128035678238	0.7442929831226762	1.2224563366792467	7
ENSG00000006638	TBXA2R	K7ER80_HUMAN TA2R_HUMAN	4.763802224074593	1.2552725051033058	0.7558748556724915	-1.1549019599857433	19
ENSG00000006652	IFRD1	C9J311_HUMAN C9J7U6_HUMAN C9JA65_HUMAN C9JFH1_HUMAN C9JK78_HUMAN C9JLG5_HUMAN C9JNM6_HUMAN E9PMY4_HUMAN H0YEE3_HUMAN IFRD1_HUMAN		0.6989700043360189	1.5880474969860827	1.9553990866392672	7
ENSG00000006659	LGALS14	M0R163_HUMAN PPL13_HUMAN	5.143583072874064	1.1760912590556811	-2.0	-2.0	19
ENSG00000006704	GTF2IRD1	E9PFE2_HUMAN H7C4Q8_HUMAN GT2D1_HUMAN		0.7781512503836436	-0.4814860601221125	1.0119931146592571	7
ENSG00000006712	PAF1	B4DGJ5_HUMAN M0QYC7_HUMAN PAF1_HUMAN	5.1726467086890455	1.0	2.4421033219314565	1.2253092817258628	19
ENSG00000006715	VPS41	C9J2U9_HUMAN C9J3F8_HUMAN C9JU58_HUMAN C9JZ11_HUMAN H7BXH3_HUMAN H7BZX6_HUMAN H7C0K2_HUMAN VPS41_HUMAN		0.6989700043360189	0.8247764624755457	1.3209766773428235	7
ENSG00000006740	ARHGAP44	A0A087WZS3_HUMAN E7ERK8_HUMAN F5H6L3_HUMAN J3KRS3_HUMAN J3QQU7_HUMAN K7EK86_HUMAN RHG44_HUMAN	5.32104304010139	0.6020599913279624	-0.2441251443275085	0.631443769013172	17
ENSG00000006744	ELAC2	E7ES68_HUMAN G5E9D5_HUMAN H7C2I4_HUMAN J3QL08_HUMAN J3QLK4_HUMAN J3QQT1_HUMAN J3QRS2_HUMAN RNZ2_HUMAN V9GYS7_HUMAN V9GYU5_HUMAN V9GZ72_HUMAN	4.9523225505285815	0.9030899869919436	1.6177340353640182	1.4431064567372658	17
ENSG00000006747	SCIN	C9JGB6_HUMAN E5RHN8_HUMAN E5RHX6_HUMAN F8WBX5_HUMAN ADSV_HUMAN	4.411569203668632	0.7781512503836436	-0.14874165128092473	-1.5228787452803376	7
ENSG00000006788	MYH13	MYH13_HUMAN	5.0004557699686165	0.0	-2.0	-2.0	17
ENSG00000006831	ADIPOR2	PAQR2_HUMAN	4.8589340167215465	0.4771212547196624	0.8202014594856402	1.04688519083771	12
