name,type,path,lines,code_blocks,metadata,structure,code_quality,content_depth,uniqueness,total,grade,recommendation,duplicate_of,issues
algo-kmp-algorithm,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-kmp-algorithm/SKILL.md,506,24,16,11,17,17,15,76,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
algo-suffix-arrays,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-suffix-arrays/SKILL.md,480,22,16,11,17,17,15,76,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
algo-topological-sort,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-topological-sort/SKILL.md,311,14,16,14,17,14,15,76,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_goal_approach
bio-applied-functional-annotation,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-functional-annotation/SKILL.md,324,14,14,16,14,17,15,76,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
bio-applied-trajectory-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-trajectory-analysis/SKILL.md,337,10,14,16,14,17,15,76,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
foundations-bash-scripting,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/foundations-bash-scripting/SKILL.md,547,32,14,16,14,17,15,76,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
genomic-foundation-models,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/genomic-foundation-models/SKILL.md,180,8,14,11,17,19,15,76,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
genomic-llm-embeddings,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/genomic-llm-embeddings/SKILL.md,88,8,12,16,16,17,15,76,B,FIX_MINOR,,bad_description|no_tool_type|duplicate_h1|no_prerequisites|no_goal_approach
immunogenomics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/immunogenomics/SKILL.md,148,10,14,11,17,19,15,76,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
metabolomics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/metabolomics/SKILL.md,166,8,18,11,17,19,11,76,B,FIX_MINOR,gold:bio-workflows-metabolomics-pipeline,duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach|near_gold_duplicate
protein-language-models,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/protein-language-models/SKILL.md,182,10,14,11,17,19,15,76,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
python-bio-generators,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-generators/SKILL.md,406,22,14,11,16,20,15,76,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
algo-basic-algorithms,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-basic-algorithms/SKILL.md,443,24,14,11,17,20,15,77,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
algo-rabin-karp,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-rabin-karp/SKILL.md,468,30,14,11,17,20,15,77,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
bio-applied-dmr-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-dmr-analysis/SKILL.md,281,6,14,16,14,18,15,77,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
bio-applied-molecular-gnn,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-molecular-gnn/SKILL.md,155,8,14,16,16,16,15,77,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach
bio-applied-population-genetics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-population-genetics/SKILL.md,364,18,14,13,17,18,15,77,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_goal_approach
bio-applied-proteomics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-proteomics/SKILL.md,302,12,14,13,17,18,15,77,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_goal_approach
bio-applied-single-cell-scanpy,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-single-cell-scanpy/SKILL.md,399,30,18,14,10,20,15,77,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_goal_approach|needs_r_coverage|no_function_defs
bio-applied-statistics-for-bioinformatics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-statistics-for-bioinformatics/SKILL.md,370,18,16,16,10,20,15,77,B,FIX_MINOR,,duplicate_h1|no_goal_approach|needs_r_coverage|no_function_defs
bio-core-gene-ontology,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-gene-ontology/SKILL.md,310,12,14,11,17,20,15,77,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
bio-core-sequence-motifs,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-sequence-motifs/SKILL.md,431,18,14,11,17,20,15,77,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
foundations-biostatistics-fundamentals,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/foundations-biostatistics-fundamentals/SKILL.md,322,14,18,14,10,20,15,77,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_goal_approach|needs_r_coverage|no_function_defs
foundations-r-fundamentals,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/foundations-r-fundamentals/SKILL.md,391,32,18,14,10,20,15,77,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_goal_approach|needs_r_coverage|no_function_defs
foundations-r-hypothesis-testing-and-nonparametrics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/foundations-r-hypothesis-testing-and-nonparametrics/SKILL.md,378,36,18,14,10,20,15,77,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_goal_approach|needs_r_coverage|no_function_defs
foundations-r-regression-correlation-and-diagnostics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/foundations-r-regression-correlation-and-diagnostics/SKILL.md,370,42,18,14,10,20,15,77,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_goal_approach|needs_r_coverage|no_function_defs
python-bio-decorators,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-decorators/SKILL.md,451,28,14,11,17,20,15,77,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
python-bio-dictionaries,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-dictionaries/SKILL.md,398,28,14,11,17,20,15,77,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
python-bio-functions,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-functions/SKILL.md,389,30,14,14,17,17,15,77,B,FIX_MINOR,,bad_description|duplicate_h1|no_prerequisites|no_goal_approach
python-bio-operators,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-operators/SKILL.md,435,42,14,11,17,20,15,77,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
python-bio-strings,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-strings/SKILL.md,427,40,18,11,16,17,15,77,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
python-bio-variables,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-variables/SKILL.md,412,48,14,14,17,17,15,77,B,FIX_MINOR,,bad_description|duplicate_h1|no_prerequisites|no_goal_approach
ai-science-alphafold-protein-design,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/ai-science-alphafold-protein-design/SKILL.md,254,10,14,16,16,17,15,78,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach
ai-science-enformer-regulatory,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/ai-science-enformer-regulatory/SKILL.md,214,10,14,16,16,17,15,78,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach
ai-science-llm-training-systems,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/ai-science-llm-training-systems/SKILL.md,254,18,14,16,16,17,15,78,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach
ai-science-zero-shot-mutation,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/ai-science-zero-shot-mutation/SKILL.md,221,14,14,16,16,17,15,78,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach
bio-applied-differential-binding,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-differential-binding/SKILL.md,349,10,18,16,14,15,15,78,B,FIX_MINOR,,duplicate_h1|no_goal_approach|no_function_defs
bio-applied-immune-repertoire,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-immune-repertoire/SKILL.md,351,14,14,16,16,17,15,78,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach
python-bio-classes,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-classes/SKILL.md,420,16,18,11,17,17,15,78,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
python-bio-iterators,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-iterators/SKILL.md,472,42,18,11,17,17,15,78,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
python-bio-oop,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-oop/SKILL.md,397,10,18,11,17,17,15,78,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
python-bio-sequences,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-sequences/SKILL.md,427,38,14,16,16,17,15,78,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach
ai-science-splicing-models,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/ai-science-splicing-models/SKILL.md,191,8,14,18,16,16,15,79,B,FIX_MINOR,,bad_description|no_goal_approach
algo-dijkstra,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-dijkstra/SKILL.md,295,12,16,14,17,17,15,79,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_goal_approach
algo-dynamic-arrays,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-dynamic-arrays/SKILL.md,468,12,16,11,17,20,15,79,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
algo-hash-tables-bloom,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-hash-tables-bloom/SKILL.md,495,18,16,11,17,20,15,79,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
algo-mst-kruskal-prim,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-mst-kruskal-prim/SKILL.md,282,14,16,14,17,17,15,79,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_goal_approach
algo-naive-pattern-matching,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-naive-pattern-matching/SKILL.md,475,34,16,11,17,20,15,79,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
algo-red-black-trees,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-red-black-trees/SKILL.md,536,14,16,11,17,20,15,79,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
algo-sequence-alignment,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-sequence-alignment/SKILL.md,311,8,16,14,17,17,15,79,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_goal_approach
algo-suffix-trees,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-suffix-trees/SKILL.md,422,18,16,11,17,20,15,79,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
algo-tries,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-tries/SKILL.md,522,24,16,11,17,20,15,79,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
bio-applied-assembly-binning,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-assembly-binning/SKILL.md,360,16,14,16,14,20,15,79,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
bio-applied-bayesian-statistics-python,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-bayesian-statistics-python/SKILL.md,311,12,18,16,10,20,15,79,B,FIX_MINOR,,duplicate_h1|no_goal_approach|needs_r_coverage|no_function_defs
bio-applied-bio-data-formats,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-bio-data-formats/SKILL.md,414,22,16,11,17,20,15,79,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
bio-applied-capstone-project,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-capstone-project/SKILL.md,394,18,14,16,14,20,15,79,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
bio-applied-cell-type-annotation,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-cell-type-annotation/SKILL.md,345,12,14,16,14,20,15,79,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
bio-applied-chipseq-pipeline,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-chipseq-pipeline/SKILL.md,257,10,14,16,14,20,15,79,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
bio-applied-dimensionality-reduction,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-dimensionality-reduction/SKILL.md,336,8,14,16,14,20,15,79,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
bio-applied-gene-regulatory-networks,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-gene-regulatory-networks/SKILL.md,341,12,14,16,14,20,15,79,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
bio-applied-hla-typing,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-hla-typing/SKILL.md,310,10,14,16,14,20,15,79,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
bio-applied-isoform-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-isoform-analysis/SKILL.md,356,12,14,16,14,20,15,79,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
bio-applied-lncrna-classification,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-lncrna-classification/SKILL.md,312,12,14,16,14,20,15,79,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
bio-applied-molecular-evolution,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-molecular-evolution/SKILL.md,369,18,16,13,17,18,15,79,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_goal_approach
bio-applied-molecular-modeling,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-molecular-modeling/SKILL.md,333,12,14,13,17,20,15,79,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_goal_approach
bio-applied-network-modules,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-network-modules/SKILL.md,380,12,14,16,14,20,15,79,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
bio-applied-ont-processing,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-ont-processing/SKILL.md,231,12,14,16,14,20,15,79,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
bio-applied-ppi-networks,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-ppi-networks/SKILL.md,367,14,14,16,14,20,15,79,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
bio-applied-qsar-modeling,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-qsar-modeling/SKILL.md,145,10,18,16,14,16,15,79,B,FIX_MINOR,,duplicate_h1|no_goal_approach|no_function_defs
bio-applied-rdkit-basics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-rdkit-basics/SKILL.md,152,10,18,16,14,16,15,79,B,FIX_MINOR,,duplicate_h1|no_goal_approach|no_function_defs
bio-applied-sc-integration,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-sc-integration/SKILL.md,277,6,14,16,17,17,15,79,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach
bio-applied-scatac-chromatin,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-scatac-chromatin/SKILL.md,316,10,14,16,14,20,15,79,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
bio-applied-structural-methods,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-structural-methods/SKILL.md,296,12,16,13,17,18,15,79,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_goal_approach
bio-applied-taxonomic-profiling,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-taxonomic-profiling/SKILL.md,342,14,14,16,14,20,15,79,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
bio-core-biopython-essentials,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-biopython-essentials/SKILL.md,356,26,16,16,15,17,15,79,B,FIX_MINOR,,duplicate_h1|no_goal_approach|no_function_defs
bio-core-comparative-genomics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-comparative-genomics/SKILL.md,397,14,16,14,17,17,15,79,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_goal_approach
bio-core-hic-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-hic-analysis/SKILL.md,295,12,14,13,17,20,15,79,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_goal_approach
bio-core-multiple-sequence-alignment,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-multiple-sequence-alignment/SKILL.md,366,10,16,14,17,17,15,79,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_goal_approach
bio-core-phylogenetics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-phylogenetics/SKILL.md,370,12,16,14,17,17,15,79,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_goal_approach
bioinformatics-workflows-cicd,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bioinformatics-workflows-cicd/SKILL.md,407,28,12,16,16,20,15,79,B,FIX_MINOR,,bad_description|no_tool_type|duplicate_h1|no_prerequisites|no_goal_approach
biopython-databases,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/biopython-databases/SKILL.md,298,26,12,16,16,20,15,79,B,FIX_MINOR,,bad_description|no_tool_type|duplicate_h1|no_prerequisites|no_goal_approach
document-rag,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/document-rag/SKILL.md,159,10,12,16,17,19,15,79,B,FIX_MINOR,,bad_description|no_tool_type|duplicate_h1|no_prerequisites|no_goal_approach
foundations-git-version-control,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/foundations-git-version-control/SKILL.md,445,28,14,16,14,20,15,79,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
foundations-linux-fundamentals,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/foundations-linux-fundamentals/SKILL.md,399,32,14,16,14,20,15,79,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
foundations-probability,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/foundations-probability/SKILL.md,330,16,14,16,14,20,15,79,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|no_function_defs
metagenomics-amplicon,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/metagenomics-amplicon/SKILL.md,314,30,12,16,16,20,15,79,B,FIX_MINOR,,bad_description|no_tool_type|duplicate_h1|no_prerequisites|no_goal_approach
population-structure-qc,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/population-structure-qc/SKILL.md,190,12,12,16,17,19,15,79,B,FIX_MINOR,,bad_description|no_tool_type|duplicate_h1|no_prerequisites|no_goal_approach
python-bio-error-handling,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-error-handling/SKILL.md,433,16,16,14,17,17,15,79,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_goal_approach
python-bio-expressions,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-expressions/SKILL.md,443,44,16,11,17,20,15,79,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach
python-bio-sql-for-bioinformatics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-sql-for-bioinformatics/SKILL.md,324,18,16,14,17,17,15,79,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_goal_approach
rnaseq-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/rnaseq-analysis/SKILL.md,314,30,12,16,16,20,15,79,B,FIX_MINOR,,bad_description|no_tool_type|duplicate_h1|no_prerequisites|no_goal_approach
vision-language-models,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/vision-language-models/SKILL.md,159,10,12,16,17,19,15,79,B,FIX_MINOR,,bad_description|no_tool_type|duplicate_h1|no_prerequisites|no_goal_approach
ai-science-variant-to-structure-models,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/ai-science-variant-to-structure-models/SKILL.md,189,10,14,16,16,19,15,80,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach
algo-comparison-sorts,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-comparison-sorts/SKILL.md,440,20,14,14,17,20,15,80,B,FIX_MINOR,,bad_description|duplicate_h1|no_prerequisites|no_goal_approach
algo-stacks-queues,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-stacks-queues/SKILL.md,555,18,14,14,17,20,15,80,B,FIX_MINOR,,bad_description|duplicate_h1|no_prerequisites|no_goal_approach
alphafold-structure-prediction,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/alphafold-structure-prediction/SKILL.md,266,16,12,16,17,20,15,80,B,FIX_MINOR,,bad_description|no_tool_type|duplicate_h1|no_prerequisites|no_goal_approach
atac-seq-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/atac-seq-analysis/SKILL.md,269,14,12,16,17,20,15,80,B,FIX_MINOR,,bad_description|no_tool_type|duplicate_h1|no_prerequisites|no_goal_approach
bio-applied-biochemistry,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-biochemistry/SKILL.md,380,18,14,14,17,20,15,80,B,FIX_MINOR,,bad_description|duplicate_h1|no_prerequisites|no_goal_approach
bio-applied-cancer-transcriptomics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-cancer-transcriptomics/SKILL.md,366,16,16,13,16,20,15,80,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_goal_approach
bio-applied-epigenetic-clocks,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-epigenetic-clocks/SKILL.md,292,4,14,16,15,20,15,80,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach
bio-applied-qiime2-16s,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-qiime2-16s/SKILL.md,330,14,18,16,14,17,15,80,B,FIX_MINOR,,duplicate_h1|no_goal_approach|no_function_defs
genomics-to-structure-triage,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/genomics-to-structure-triage/SKILL.md,84,6,14,18,16,17,15,80,B,FIX_MINOR,,no_tool_type|no_prerequisites|no_goal_approach
python-bio-file-operations,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-file-operations/SKILL.md,424,38,14,14,17,20,15,80,B,FIX_MINOR,,bad_description|duplicate_h1|no_prerequisites|no_goal_approach
python-bio-lists,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-lists/SKILL.md,393,36,14,14,17,20,15,80,B,FIX_MINOR,,bad_description|duplicate_h1|no_prerequisites|no_goal_approach
ai-science-esm2-embeddings,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/ai-science-esm2-embeddings/SKILL.md,259,12,14,16,16,20,15,81,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach
