name,type,path,lines,code_blocks,metadata,structure,code_quality,content_depth,uniqueness,total,grade,recommendation,duplicate_of,issues
foundations-r-fundamentals,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/foundations-r-fundamentals/SKILL.md,385,32,16,11,7,20,15,69,C,FIX_MAJOR,,duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks|needs_r_coverage|no_function_defs
metabolomics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/metabolomics/SKILL.md,166,8,14,11,14,19,11,69,C,FIX_MAJOR,gold:bio-metabolomics-xcms-preprocessing,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach|untagged_code_blocks|near_gold_duplicate
python-bio-data-types,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-data-types/SKILL.md,399,46,14,11,12,17,15,69,C,FIX_MAJOR,,bad_description|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
python-bio-data-visualization,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-data-visualization/SKILL.md,352,14,14,11,11,18,15,69,C,FIX_MAJOR,,bad_description|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
python-bio-numpy,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-numpy/SKILL.md,424,52,14,8,14,18,15,69,C,FIX_MAJOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-complexity-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-complexity-analysis/SKILL.md,468,28,16,8,14,17,15,70,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-dfa-matching,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-dfa-matching/SKILL.md,483,32,16,8,14,17,15,70,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-kmp-algorithm,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-kmp-algorithm/SKILL.md,500,24,16,8,14,17,15,70,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-suffix-arrays,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-suffix-arrays/SKILL.md,474,22,16,8,14,17,15,70,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-topological-sort,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-topological-sort/SKILL.md,305,14,16,11,14,14,15,70,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-functional-annotation,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-functional-annotation/SKILL.md,318,14,14,13,11,17,15,70,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-trajectory-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-trajectory-analysis/SKILL.md,331,10,14,13,11,17,15,70,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
foundations-bash-scripting,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/foundations-bash-scripting/SKILL.md,541,32,14,13,11,17,15,70,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
python-bio-generators,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-generators/SKILL.md,400,22,14,8,13,20,15,70,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
python-bio-sequences,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-sequences/SKILL.md,421,38,14,13,11,17,15,70,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
scrna-seq-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/scrna-seq-analysis/SKILL.md,118,6,14,11,11,19,15,70,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach|untagged_code_blocks|no_function_defs
virology-bioinformatics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/virology-bioinformatics/SKILL.md,161,10,14,11,11,19,15,70,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach|untagged_code_blocks|no_function_defs
algo-basic-algorithms,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-basic-algorithms/SKILL.md,437,24,14,8,14,20,15,71,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-rabin-karp,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-rabin-karp/SKILL.md,462,30,14,8,14,20,15,71,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-dmr-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-dmr-analysis/SKILL.md,275,6,14,13,11,18,15,71,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-gene-regulatory-networks,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-gene-regulatory-networks/SKILL.md,335,12,14,13,11,18,15,71,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-molecular-gnn,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-molecular-gnn/SKILL.md,149,8,14,13,13,16,15,71,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-molecular-modeling,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-molecular-modeling/SKILL.md,327,12,14,10,14,18,15,71,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-population-genetics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-population-genetics/SKILL.md,358,18,14,10,14,18,15,71,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-proteomics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-proteomics/SKILL.md,296,12,14,10,14,18,15,71,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-statistics-for-bioinformatics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-statistics-for-bioinformatics/SKILL.md,364,18,16,13,7,20,15,71,B,FIX_MINOR,,duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|needs_r_coverage|no_function_defs
bio-core-sequence-motifs,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-sequence-motifs/SKILL.md,425,18,14,8,14,20,15,71,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
python-bio-decorators,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-decorators/SKILL.md,445,28,14,8,14,20,15,71,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
python-bio-dictionaries,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-dictionaries/SKILL.md,392,28,14,8,14,20,15,71,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
python-bio-functions,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-functions/SKILL.md,383,30,14,11,14,17,15,71,B,FIX_MINOR,,bad_description|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
python-bio-sql-for-bioinformatics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-sql-for-bioinformatics/SKILL.md,318,18,16,11,12,17,15,71,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
algo-stacks-queues,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-stacks-queues/SKILL.md,549,18,14,11,14,18,15,72,B,FIX_MINOR,,bad_description|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-immune-repertoire,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-immune-repertoire/SKILL.md,345,14,14,13,13,17,15,72,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
dna-methylation,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/dna-methylation/SKILL.md,139,8,14,11,13,19,15,72,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach|untagged_code_blocks
foundations-statistics-python,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/foundations-statistics-python/SKILL.md,303,14,14,16,7,20,15,72,B,FIX_MINOR,,bad_description|duplicate_h1|no_goal_approach|untagged_code_blocks|needs_r_coverage|no_function_defs
python-bio-variables,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-variables/SKILL.md,406,48,14,14,12,17,15,72,B,FIX_MINOR,,bad_description|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks|no_function_defs
algo-binary-search-trees,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-binary-search-trees/SKILL.md,484,6,16,10,14,18,15,73,B,FIX_MINOR,,no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-dijkstra,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-dijkstra/SKILL.md,289,12,16,11,14,17,15,73,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-dynamic-arrays,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-dynamic-arrays/SKILL.md,462,12,16,8,14,20,15,73,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-hash-tables-bloom,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-hash-tables-bloom/SKILL.md,489,18,16,8,14,20,15,73,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-linked-lists,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-linked-lists/SKILL.md,455,6,16,10,14,18,15,73,B,FIX_MINOR,,no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-mst-kruskal-prim,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-mst-kruskal-prim/SKILL.md,276,14,16,11,14,17,15,73,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-naive-pattern-matching,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-naive-pattern-matching/SKILL.md,469,34,16,8,14,20,15,73,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-red-black-trees,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-red-black-trees/SKILL.md,530,14,16,8,14,20,15,73,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-sequence-alignment,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-sequence-alignment/SKILL.md,305,8,16,11,14,17,15,73,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-suffix-trees,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-suffix-trees/SKILL.md,416,18,16,8,14,20,15,73,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-tries,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-tries/SKILL.md,516,24,16,8,14,20,15,73,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-assembly-binning,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-assembly-binning/SKILL.md,354,16,14,13,11,20,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-bio-data-formats,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-bio-data-formats/SKILL.md,408,22,16,8,14,20,15,73,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-capstone-project,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-capstone-project/SKILL.md,388,18,14,13,11,20,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-cell-type-annotation,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-cell-type-annotation/SKILL.md,339,12,14,13,11,20,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-chipseq-pipeline,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-chipseq-pipeline/SKILL.md,251,10,14,13,11,20,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-deep-learning-for-biology,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-deep-learning-for-biology/SKILL.md,362,20,16,10,14,18,15,73,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-dimensionality-reduction,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-dimensionality-reduction/SKILL.md,330,8,14,13,11,20,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-hla-typing,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-hla-typing/SKILL.md,304,10,14,13,11,20,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-isoform-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-isoform-analysis/SKILL.md,350,12,14,13,11,20,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-lncrna-classification,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-lncrna-classification/SKILL.md,306,12,14,13,11,20,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-mageck-gene-essentiality,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-mageck-gene-essentiality/SKILL.md,229,8,14,13,13,18,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-molecular-evolution,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-molecular-evolution/SKILL.md,363,18,16,10,14,18,15,73,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-network-modules,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-network-modules/SKILL.md,374,12,14,13,11,20,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-ont-processing,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-ont-processing/SKILL.md,225,12,14,13,11,20,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-ppi-networks,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-ppi-networks/SKILL.md,361,14,14,13,11,20,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-scatac-chromatin,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-scatac-chromatin/SKILL.md,310,10,14,13,11,20,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-structural-methods,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-structural-methods/SKILL.md,290,12,16,10,14,18,15,73,B,FIX_MINOR,,duplicate_h1|no_learning_objectives|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-taxonomic-profiling,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-taxonomic-profiling/SKILL.md,336,14,14,13,11,20,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-variant-surveillance,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-variant-surveillance/SKILL.md,378,10,14,13,13,18,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-viral-genome-assembly,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-viral-genome-assembly/SKILL.md,372,8,14,13,13,18,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-core-biopython-essentials,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-biopython-essentials/SKILL.md,350,26,16,13,12,17,15,73,B,FIX_MINOR,,duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-core-comparative-genomics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-comparative-genomics/SKILL.md,391,14,16,11,14,17,15,73,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-core-hic-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-hic-analysis/SKILL.md,289,12,14,10,14,20,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-core-multiple-sequence-alignment,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-multiple-sequence-alignment/SKILL.md,360,10,16,11,14,17,15,73,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
foundations-git-version-control,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/foundations-git-version-control/SKILL.md,439,28,14,13,11,20,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
foundations-linux-fundamentals,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/foundations-linux-fundamentals/SKILL.md,393,32,14,13,11,20,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
foundations-probability,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/foundations-probability/SKILL.md,324,16,14,13,11,20,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
genomic-foundation-models,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/genomic-foundation-models/SKILL.md,180,8,14,11,14,19,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach|untagged_code_blocks
genomic-llm-embeddings,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/genomic-llm-embeddings/SKILL.md,88,8,12,16,13,17,15,73,B,FIX_MINOR,,bad_description|no_tool_type|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks
immunogenomics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/immunogenomics/SKILL.md,148,10,14,11,14,19,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach|untagged_code_blocks
protein-language-models,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/protein-language-models/SKILL.md,182,10,14,11,14,19,15,73,B,FIX_MINOR,,bad_description|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach|untagged_code_blocks
python-bio-error-handling,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-error-handling/SKILL.md,427,16,16,11,14,17,15,73,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
python-bio-python-introduction,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-python-introduction/SKILL.md,341,20,16,11,11,20,15,73,B,FIX_MINOR,,duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
