Ensembl ID	Uniprot IDs	Length
ENSG00000001631	A0A0C4DG23_HUMAN C9J3W7_HUMAN C9J718_HUMAN C9JBN7_HUMAN C9JD43_HUMAN C9JD81_HUMAN C9JEW7_HUMAN C9JF32_HUMAN C9JI47_HUMAN C9JIY2_HUMAN C9JJM9_HUMAN C9JSG7_HUMAN C9JXI9_HUMAN KRIT1_HUMAN	
ENSG00000002016	E9PF95_HUMAN F5GX32_HUMAN F5GX95_HUMAN F5H1K5_HUMAN RAD52_HUMAN	22.175561780643964
ENSG00000002330	A8MXU7_HUMAN F5GYS3_HUMAN F5H1R6_HUMAN F5H3B1_HUMAN BAD_HUMAN	20.47468181862279
ENSG00000002549	H0Y983_HUMAN H0Y9Q1_HUMAN AMPL_HUMAN	17.7393972032241
ENSG00000002586	A0A096LP69_HUMAN A6NGF6_HUMAN A6NJT9_HUMAN A8MQT7_HUMAN H7C2F2_HUMAN CD99_HUMAN	21.15709207820604
ENSG00000002587	E9PDE3_HUMAN HS3S1_HUMAN	22.420999869494555
ENSG00000002726	C9J0G8_HUMAN C9J2J4_HUMAN AOC1_HUMAN	17.944385449481842
ENSG00000002745	E9PH60_HUMAN WNT16_HUMAN	21.18536412019214
ENSG00000002746	H7C3Q2_HUMAN HECW1_HUMAN	31.921206251147776
ENSG00000002822	C9J9H5_HUMAN C9JIR0_HUMAN C9JJ38_HUMAN C9JKI7_HUMAN C9JP81_HUMAN C9JPS1_HUMAN C9JTA2_HUMAN C9JX80_HUMAN C9K086_HUMAN MD1L1_HUMAN	32.325815647141326
ENSG00000002834	C9J9W2_HUMAN F6S2S5_HUMAN J3KSN1_HUMAN K7ESD6_HUMAN LASP1_HUMAN	18.775847005774494
ENSG00000002919	B4DJI7_HUMAN J3KTN6_HUMAN J3QKV3_HUMAN J3QLV8_HUMAN J3QRB9_HUMAN J3QRW4_HUMAN SNX11_HUMAN	22.563750059347104
ENSG00000002933	C9JJ63_HUMAN C9JRT9_HUMAN H7C4P5_HUMAN T176A_HUMAN	16.185961197834175
ENSG00000003056	F5GX30_HUMAN F5GXE0_HUMAN F5GXU0_HUMAN F5H4U1_HUMAN F5H883_HUMAN H0YF90_HUMAN H0YFL0_HUMAN H0YFY9_HUMAN H0YGE9_HUMAN H0YGT2_HUMAN MPRD_HUMAN	13.826497376361004
ENSG00000003096	A0A0C4DG80_HUMAN A0A0C4DG99_HUMAN C9JTS9_HUMAN KLH13_HUMAN	18.59862278838172
ENSG00000003137	E5RHM2_HUMAN E5RHN4_HUMAN E7ER08_HUMAN CP26B_HUMAN	28.861514573972187
ENSG00000003147	B9ZVM7_HUMAN C9IZC7_HUMAN C9J3Y4_HUMAN C9J8Y3_HUMAN E7ENI6_HUMAN E9PDL4_HUMAN F8WET5_HUMAN ICA69_HUMAN Q6LCR0_HUMAN Q6LCT9_HUMAN	
ENSG00000003249	H3BLZ2_HUMAN H3BS76_HUMAN DBND1_HUMAN	27.107031729130185
ENSG00000003393	H0Y696_HUMAN J3KQ33_HUMAN J3KQ43_HUMAN ALS2_HUMAN	22.117383300433413
ENSG00000003400	B4E3T5_HUMAN CASPA_HUMAN	24.40402659411488
ENSG00000003402	A0A0A0MR92_HUMAN C9J408_HUMAN C9J4Q0_HUMAN C9JSU3_HUMAN C9JV51_HUMAN E9PAP3_HUMAN F8WBH9_HUMAN M0QY57_HUMAN M0QYM0_HUMAN M0R1A8_HUMAN CFLAR_HUMAN	25.396030178983672
ENSG00000003436	C9J103_HUMAN C9JKV3_HUMAN C9JP39_HUMAN C9JQ14_HUMAN C9JT76_HUMAN TFPI1_HUMAN	23.200947502785322
ENSG00000003509	B4E0W7_HUMAN C9J236_HUMAN C9JEL7_HUMAN C9JP36_HUMAN C9JS27_HUMAN H7C3N5_HUMAN NDUF7_HUMAN	20.38936679347377
ENSG00000003756	C9J9P7_HUMAN C9JFQ5_HUMAN C9JR02_HUMAN F8W910_HUMAN F8WE23_HUMAN H7BYM9_HUMAN RBM5_HUMAN	19.147534939519883
ENSG00000003987	E5RK11_HUMAN MTMR7_HUMAN	24.00994729126477
ENSG00000003989	A0A1W2PR06_HUMAN CTR2_HUMAN	25.959698274994825
ENSG00000004059	C9J1Z8_HUMAN ARF5_HUMAN	21.478270387253254
ENSG00000004139	J3KRZ6_HUMAN J3KSG7_HUMAN J3QRE0_HUMAN SARM1_HUMAN	12.76598016943869
ENSG00000004142	B4DEM9_HUMAN PDIP2_HUMAN	22.54255631813539
ENSG00000004399	D6RH25_HUMAN H0Y9D1_HUMAN H0YA64_HUMAN H0YAB2_HUMAN H0YAM9_HUMAN PLXD1_HUMAN	16.44839801857475
ENSG00000004455	F8VPP1_HUMAN F8VY04_HUMAN F8VZG5_HUMAN F8W1A4_HUMAN G3V213_HUMAN KAD2_HUMAN	24.09373746213921
ENSG00000004468	H0Y950_HUMAN CD38_HUMAN	23.985206439872236
ENSG00000004478	F5H120_HUMAN F5H1U3_HUMAN H0YFG2_HUMAN H0YG86_HUMAN FKBP4_HUMAN	23.445124046956813
ENSG00000004487	KDM1A_HUMAN R4GMP9_HUMAN R4GMQ1_HUMAN	16.49030480325413
ENSG00000004534	C9J250_HUMAN C9JII0_HUMAN C9JMC8_HUMAN C9JSL1_HUMAN E9PGM9_HUMAN F8WCA5_HUMAN F8WCT0_HUMAN F8WF63_HUMAN RBM6_HUMAN	20.93059024481528
ENSG00000004660	J3KPJ3_HUMAN KKCC1_HUMAN	27.413966479609453
ENSG00000004700	F5GYB7_HUMAN F5H2L2_HUMAN F5H3W0_HUMAN F5H4P4_HUMAN F8WA66_HUMAN F8WD97_HUMAN RECQ1_HUMAN	26.44061981191885
ENSG00000004766	C9JA29_HUMAN F2Z3F0_HUMAN F8WDT1_HUMAN H0Y7Q2_HUMAN H7BZP1_HUMAN VPS50_HUMAN	20.718210752704735
ENSG00000004776	A0A1X7SC65_HUMAN K7EP04_HUMAN HSPB6_HUMAN	17.59454536967195
ENSG00000004777	A0A0A0MQQ9_HUMAN K7EK14_HUMAN K7EMC2_HUMAN K7EQI6_HUMAN RHG33_HUMAN	12.900079766523367
ENSG00000004779	H3BNE8_HUMAN H3BNK3_HUMAN I3L505_HUMAN ACPM_HUMAN	17.252605343988535
ENSG00000004799	PDK4_HUMAN	17.85468756197294
ENSG00000004809	C9JGT0_HUMAN C9JTF8_HUMAN C9JU94_HUMAN S22AG_HUMAN X6RE50_HUMAN	14.461124640071768
ENSG00000004838	C9JUQ8_HUMAN F2Z3M9_HUMAN ZMY10_HUMAN	22.567141296128987
ENSG00000004846	H7C165_HUMAN ABCB5_HUMAN	17.17877589719472
ENSG00000004848	A0A1B0GUI3_HUMAN ARX_HUMAN	27.46435193781028
ENSG00000004864	CMC2_HUMAN R4GN64_HUMAN	29.948298685523486
ENSG00000004866	B7Z4L1_HUMAN B7Z4U3_HUMAN C9J2Z1_HUMAN C9JCI7_HUMAN C9JRQ0_HUMAN C9JRW1_HUMAN C9JU30_HUMAN C9JWK8_HUMAN C9JX79_HUMAN C9JZV9_HUMAN E7EMS3_HUMAN E7ENZ9_HUMAN E7EPD9_HUMAN E7EPW5_HUMAN E9PCV1_HUMAN E9PF01_HUMAN G3XAH9_HUMAN H7BXS2_HUMAN ST7_HUMAN	28.4751103685506
ENSG00000004897	E9PRZ6_HUMAN F6QPS0_HUMAN G5EA36_HUMAN I3L1K3_HUMAN I3L225_HUMAN I3L2Z8_HUMAN I3L328_HUMAN I3L394_HUMAN I3L3G1_HUMAN I3L3H6_HUMAN I3L3Y5_HUMAN K7EMA6_HUMAN CDC27_HUMAN	18.783218908542274
ENSG00000004939	A0A0A0MS98_HUMAN B3AT_HUMAN V9H0V9_HUMAN	
ENSG00000004948	A0A0A0MRG0_HUMAN A0A0A0MSQ7_HUMAN A0A0C4DG16_HUMAN D8MIV0_HUMAN CALCR_HUMAN	
ENSG00000004961	CCHL_HUMAN	27.129228602351954
ENSG00000004975	I3L0M7_HUMAN I3L0Z8_HUMAN I3L2N2_HUMAN I3L2W9_HUMAN DVL2_HUMAN	14.287084173426752
ENSG00000005001	I3L116_HUMAN I3L147_HUMAN BSSP4_HUMAN	16.043484630201885
ENSG00000005007	RENT1_HUMAN	30.757463618658875
ENSG00000005020	C9JQ17_HUMAN SKAP2_HUMAN	21.122639317920676
ENSG00000005022	ADT2_HUMAN	26.431650842327738
ENSG00000005059	MCUB_HUMAN	12.338878307112772
ENSG00000005073	H0YIA6_HUMAN HXA11_HUMAN	14.48774997393396
ENSG00000005075	F6S314_HUMAN RPB11_HUMAN	13.073771186738655
ENSG00000005100	I3L0M5_HUMAN I3L1L6_HUMAN Q05BE5_HUMAN DHX33_HUMAN	19.111733496064787
ENSG00000005102	F8VXS6_HUMAN MEOX1_HUMAN	20.12772073070425
ENSG00000005108	A0A087WY08_HUMAN THS7A_HUMAN	20.27628029041872
ENSG00000005156	K7EJR4_HUMAN K7ELY6_HUMAN K7ENR9_HUMAN K7EQB6_HUMAN K7ERZ5_HUMAN DNLI3_HUMAN	32.41648576413996
ENSG00000005175	RPAP3_HUMAN	28.130608110890158
ENSG00000005187	H3BR33_HUMAN H3BSM0_HUMAN H3BT38_HUMAN H3BTG0_HUMAN H3BUF2_HUMAN H3BV29_HUMAN H3BVD5_HUMAN ACSM3_HUMAN	21.965559344894196
ENSG00000005189	H3BM72_HUMAN H3BPB2_HUMAN H3BQ98_HUMAN H3BQP3_HUMAN H3BR13_HUMAN H3BRC7_HUMAN H3BRG1_HUMAN H3BSC5_HUMAN H3BSE4_HUMAN H3BUT7_HUMAN H3BV93_HUMAN REXO5_HUMAN	18.7075575053432
ENSG00000005194	H3BPG7_HUMAN H3BQ23_HUMAN H3BT65_HUMAN H3BTT4_HUMAN H3BTZ8_HUMAN H3BUG4_HUMAN H3BV90_HUMAN CPIN1_HUMAN	21.821436086995813
ENSG00000005206	A0A087WT77_HUMAN A0A087WWL4_HUMAN A0A087WZ50_HUMAN A0A087WZ93_HUMAN SPP2B_HUMAN	17.037055041680198
ENSG00000005238	F214B_HUMAN	19.850214326478554
ENSG00000005243	A0A0G2JLH9_HUMAN J3KRJ9_HUMAN J3QL73_HUMAN J3QLS7_HUMAN J3QQQ5_HUMAN J3QS21_HUMAN COPZ2_HUMAN	
ENSG00000005249	KAP3_HUMAN	16.9293593660144
ENSG00000005302	A6NLU8_HUMAN C9JKR8_HUMAN C9JXM9_HUMAN F8WC61_HUMAN H7BYE4_HUMAN MS3L1_HUMAN	27.289078899275882
ENSG00000005339	A0A1B0GUU0_HUMAN I3L0Q1_HUMAN I3L293_HUMAN I3L3I5_HUMAN I3L466_HUMAN CBP_HUMAN	18.35333006377562
ENSG00000005379	A0A0C4DGN5_HUMAN J3KSY4_HUMAN J3KT64_HUMAN RIMB1_HUMAN	16.688301873395098
ENSG00000005381	J3QSF7_HUMAN PERM_HUMAN	20.042299410178124
ENSG00000005421	F8WF42_HUMAN PON1_HUMAN	
ENSG00000005436	C9JII4_HUMAN H7C335_HUMAN GCFC2_HUMAN S4R3C1_HUMAN S4R461_HUMAN S4R465_HUMAN	19.97154419142968
ENSG00000005448	B9A049_HUMAN C9J016_HUMAN WDR54_HUMAN	22.734296096812262
ENSG00000005469	C9J3D7_HUMAN OCTC_HUMAN	13.365329138819133
ENSG00000005471	E7EQI1_HUMAN H7C0M2_HUMAN MDR3_HUMAN	25.337940956322353
ENSG00000005483	A0A087WYW5_HUMAN C9JNE1_HUMAN C9JQ68_HUMAN C9JYI9_HUMAN F8WAU9_HUMAN H7C4F3_HUMAN H7C5C4_HUMAN KMT2E_HUMAN S4R363_HUMAN	24.302675486609818
ENSG00000005486	RHBD2_HUMAN Q9UDT1_HUMAN	14.121259575006853
ENSG00000005513	SOX8_HUMAN	22.099833608078235
ENSG00000005700	D6R9F4_HUMAN E7EPI0_HUMAN E9PDR5_HUMAN H0Y9N7_HUMAN IBTK_HUMAN	21.505157095647984
ENSG00000005801	A0A087WT67_HUMAN C9JG37_HUMAN E9PIN4_HUMAN E9PIT0_HUMAN E9PIY8_HUMAN E9PLF5_HUMAN E9PLW9_HUMAN E9PMX5_HUMAN E9PNM0_HUMAN E9PPF8_HUMAN E9PSE6_HUMAN H0YDV1_HUMAN ZN195_HUMAN	24.25015223392696
ENSG00000005810	A0A087WY34_HUMAN A0A0C4DGY7_HUMAN H7C3U4_HUMAN MYCB2_HUMAN	20.932983929218306
ENSG00000005812	C9J0Y7_HUMAN FBXL3_HUMAN	30.04185883242592
ENSG00000005844	B4DQ77_HUMAN B4E021_HUMAN H3BNL5_HUMAN H3BS37_HUMAN H3BSV1_HUMAN H3BUT3_HUMAN I3L1D1_HUMAN I3L468_HUMAN ITAL_HUMAN	18.31564346745313
ENSG00000005882	D6R983_HUMAN D6RDN9_HUMAN D6RGV8_HUMAN D6RHG2_HUMAN D6RJH7_HUMAN PDK2_HUMAN	22.453214294074318
ENSG00000005884	D6R9X8_HUMAN H0YA32_HUMAN H0YA49_HUMAN K7EMU3_HUMAN K7EQJ2_HUMAN ITA3_HUMAN	23.62618799666324
ENSG00000005889	C9J682_HUMAN C9JGU9_HUMAN E9PEP7_HUMAN ZFX_HUMAN	20.92340129532707
ENSG00000005893	H0YCG2_HUMAN LAMP2_HUMAN	18.296563363730815
ENSG00000005961	K7EKA6_HUMAN K7EP83_HUMAN ITA2B_HUMAN	21.6601361677609
ENSG00000005981	ASB4_HUMAN	18.91335827618789
ENSG00000006007	H3BNA5_HUMAN H3BRL5_HUMAN H3BU22_HUMAN GDE1_HUMAN	23.282829806267856
ENSG00000006015	M0QYI9_HUMAN M0R0T3_HUMAN REX1B_HUMAN	21.037026677836707
ENSG00000006016	M0QZL6_HUMAN CRLF1_HUMAN	13.021625479090334
ENSG00000006025	J3QLK7_HUMAN J3QSC2_HUMAN OSBL7_HUMAN	18.26905949992884
ENSG00000006042	C9J3Y0_HUMAN C9J6Q8_HUMAN J3QLG7_HUMAN J3QS57_HUMAN J9JIC8_HUMAN TMM98_HUMAN	17.63774983996964
ENSG00000006047	I3L2D6_HUMAN YBOX2_HUMAN	13.82852583632489
ENSG00000006059	KT33A_HUMAN	14.798363213582032
ENSG00000006062	A0A087WXF1_HUMAN M3K14_HUMAN	24.57654023559108
ENSG00000006071	E9PK50_HUMAN H0YDH8_HUMAN H0YE33_HUMAN H0YEA9_HUMAN H0YF51_HUMAN ABCC8_HUMAN	22.71945696026027
ENSG00000006116	CCG3_HUMAN	17.170362878920233
ENSG00000006118	F5H765_HUMAN H0YFB3_HUMAN H0YFQ1_HUMAN H0YFQ2_HUMAN T132A_HUMAN	25.634856264455895
ENSG00000006125	A0A087WU93_HUMAN A0A087WXS3_HUMAN A0A087WYD1_HUMAN A0A087WZQ6_HUMAN A0A087X253_HUMAN K7EJ01_HUMAN K7EJX1_HUMAN K7EKZ5_HUMAN K7EMN7_HUMAN K7EN71_HUMAN K7ERB2_HUMAN AP2B1_HUMAN	15.79634454552242
ENSG00000006128	TKN1_HUMAN	27.07263880351742
ENSG00000006194	B4DI05_HUMAN I3L0N0_HUMAN I3L2X3_HUMAN I3L393_HUMAN I3L4C4_HUMAN I3L538_HUMAN I3NI39_HUMAN ZN263_HUMAN	17.140493839862373
ENSG00000006210	H3BSR6_HUMAN H3BV86_HUMAN J3QRA1_HUMAN X3CL1_HUMAN	21.262555192012897
ENSG00000006282	A0A0U1RRL8_HUMAN D6R947_HUMAN D6RC70_HUMAN D6RIU6_HUMAN H0Y9M1_HUMAN H0Y9W3_HUMAN SPT20_HUMAN	23.583746521333346
ENSG00000006283	A0A0B4J1X2_HUMAN H0YAN0_HUMAN I3L2W8_HUMAN CAC1G_HUMAN	17.1977799455167
ENSG00000006327	I3L0S4_HUMAN I3L1J9_HUMAN I3L3P4_HUMAN I3L539_HUMAN TNR12_HUMAN	14.315584426278942
ENSG00000006377	G3V471_HUMAN DLX6_HUMAN	13.256800350998914
ENSG00000006432	A0A087WW79_HUMAN G3V347_HUMAN G3V4P9_HUMAN J3KPI6_HUMAN M3K9_HUMAN	24.611102966724417
ENSG00000006451	C9JPE8_HUMAN H7C3P7_HUMAN RALA_HUMAN	
ENSG00000006453	BI2L1_HUMAN	24.98276065856555
ENSG00000006459	H9KVD6_HUMAN KDM7A_HUMAN	25.722415654616604
ENSG00000006468	B5MCT2_HUMAN C9J0B7_HUMAN C9J4P4_HUMAN C9J9L1_HUMAN C9JQH6_HUMAN C9JX69_HUMAN F8WEH6_HUMAN ETV1_HUMAN	25.50296942604692
ENSG00000006530	E9PC15_HUMAN E9PG39_HUMAN F8WDD1_HUMAN AGK_HUMAN	25.338591266893676
ENSG00000006534	A0A087WTE0_HUMAN A0A087WU54_HUMAN A0A087WUF8_HUMAN A0A087X192_HUMAN A0A087X2D4_HUMAN AL3B1_HUMAN Q9BUJ8_HUMAN	19.10981312671402
ENSG00000006555	H0Y486_HUMAN TTC22_HUMAN	18.958505432785323
ENSG00000006576	PHTF2_HUMAN	18.896301114276955
ENSG00000006606	CCL26_HUMAN	27.376341921734753
ENSG00000006607	C9JVQ5_HUMAN C9JWM9_HUMAN H7C210_HUMAN H7C3E4_HUMAN H7C3M7_HUMAN H7C447_HUMAN FARP2_HUMAN	22.45272913856476
ENSG00000006611	E9PNW1_HUMAN USH1C_HUMAN	26.76769689331894
ENSG00000006625	A0A0B4J1Y4_HUMAN B8ZZK2_HUMAN H7BZK5_HUMAN GGCT_HUMAN	20.785567783591446
ENSG00000006634	B4DXK0_HUMAN F8WF77_HUMAN DBF4A_HUMAN	15.657875692834784
ENSG00000006638	K7ER80_HUMAN TA2R_HUMAN	23.023811630098034
ENSG00000006652	C9J311_HUMAN C9J7U6_HUMAN C9JA65_HUMAN C9JFH1_HUMAN C9JK78_HUMAN C9JLG5_HUMAN C9JNM6_HUMAN E9PMY4_HUMAN H0YEE3_HUMAN IFRD1_HUMAN	
ENSG00000006659	M0R163_HUMAN PPL13_HUMAN	26.786446827556595
ENSG00000006695	H7C101_HUMAN J3KRW4_HUMAN J3KSJ3_HUMAN COX10_HUMAN	14.10062011519302
ENSG00000006704	E9PFE2_HUMAN H7C4Q8_HUMAN GT2D1_HUMAN	
ENSG00000006712	B4DGJ5_HUMAN M0QYC7_HUMAN PAF1_HUMAN	27.086273972911624
ENSG00000006715	C9J2U9_HUMAN C9J3F8_HUMAN C9JU58_HUMAN C9JZ11_HUMAN H7BXH3_HUMAN H7BZX6_HUMAN H7C0K2_HUMAN VPS41_HUMAN	
ENSG00000006740	A0A087WZS3_HUMAN E7ERK8_HUMAN F5H6L3_HUMAN J3KRS3_HUMAN J3QQU7_HUMAN K7EK86_HUMAN RHG44_HUMAN	28.643499034611445
ENSG00000006744	E7ES68_HUMAN G5E9D5_HUMAN H7C2I4_HUMAN J3QL08_HUMAN J3QLK4_HUMAN J3QQT1_HUMAN J3QRS2_HUMAN RNZ2_HUMAN V9GYS7_HUMAN V9GYU5_HUMAN V9GZ72_HUMAN	24.855498644473922
ENSG00000006747	C9JGB6_HUMAN E5RHN8_HUMAN E5RHX6_HUMAN F8WBX5_HUMAN ADSV_HUMAN	19.79194283875749
ENSG00000006756	H0YMY1_HUMAN H7C327_HUMAN ARSD_HUMAN	20.308387499334643
ENSG00000006757	C9IZF6_HUMAN PLPL4_HUMAN	19.72984787323463
ENSG00000006788	MYH13_HUMAN	25.334557907412428
ENSG00000006831	PAQR2_HUMAN	23.93923977885379
ENSG00000006837	B4DX41_HUMAN E5RFT9_HUMAN E5RGK4_HUMAN E5RI54_HUMAN E7ET86_HUMAN H0YAP8_HUMAN H0YB17_HUMAN CDKL3_HUMAN	29.64203157147471
ENSG00000007001	UPP2_HUMAN	24.61393383494537
ENSG00000007038	I3L0U2_HUMAN I3L2G7_HUMAN I3L3C7_HUMAN I3L3F7_HUMAN TEST_HUMAN	28.996394867400415
ENSG00000007047	K7EK17_HUMAN K7EKG8_HUMAN K7EN95_HUMAN Q6IPE9_HUMAN Q96GZ3_HUMAN MARK4_HUMAN	16.013444409407708
ENSG00000007062	D6RBI0_HUMAN D6RCC3_HUMAN D6RIF3_HUMAN H0Y9D4_HUMAN H0Y9M7_HUMAN H0Y9Q5_HUMAN PROM1_HUMAN	16.655188511993778
ENSG00000007080	M0R2F5_HUMAN CC124_HUMAN	
ENSG00000007129	A0A0B4J1W4_HUMAN A0A0J9YX60_HUMAN CEA21_HUMAN	24.988178190701777
ENSG00000007168	I3L384_HUMAN I3L3N5_HUMAN I3L495_HUMAN LIS1_HUMAN	21.23339510571872
ENSG00000007171	NOS2_HUMAN	31.35207053328332
ENSG00000007174	E7EP17_HUMAN J3QLM9_HUMAN J3QQK8_HUMAN K7EMX3_HUMAN K7EP21_HUMAN DYH9_HUMAN	
ENSG00000007202	J3QLM5_HUMAN K7EMT1_HUMAN K7EQ86_HUMAN K7EQR3_HUMAN Q08E86_HUMAN K0100_HUMAN	19.59306688843914
ENSG00000007216	F5GWV6_HUMAN J3QLA5_HUMAN J3QR70_HUMAN S13A2_HUMAN	20.50421710430851
ENSG00000007237	A0A0A0MS68_HUMAN J3KS47_HUMAN J3KTB1_HUMAN J3QLH8_HUMAN J3QR80_HUMAN J3QS26_HUMAN GAS7_HUMAN	17.844017346759948
ENSG00000007255	TPC6A_HUMAN	30.13402773539275
ENSG00000007264	K7EKC4_HUMAN K7EKS5_HUMAN K7ENL8_HUMAN K7EPP2_HUMAN K7EQV3_HUMAN K7EQY5_HUMAN K7ERY4_HUMAN K7ES68_HUMAN MATK_HUMAN	20.825930234883334
ENSG00000007306	A0A0A0MTT6_HUMAN CEAM7_HUMAN	19.54153869732917
ENSG00000007312	CD79B_HUMAN	20.906351524816266
ENSG00000007314	SCN4A_HUMAN	12.990134686132235
ENSG00000007341	H0Y7M0_HUMAN Q5TEH7_HUMAN ST7L_HUMAN	20.942318132596924
ENSG00000007350	A2ID95_HUMAN F8WF97_HUMAN H0Y808_HUMAN TKTL1_HUMAN	25.21162592161099
ENSG00000007372	A0A1W2PNS7_HUMAN A0A1W2PP27_HUMAN A0A1W2PP89_HUMAN A0A1W2PPG3_HUMAN A0A1W2PPH0_HUMAN A0A1W2PPJ2_HUMAN A0A1W2PPM5_HUMAN A0A1W2PPN2_HUMAN A0A1W2PQ31_HUMAN A0A1W2PQA8_HUMAN A0A1W2PQG3_HUMAN A0A1W2PQG7_HUMAN A0A1W2PQJ8_HUMAN A0A1W2PQL7_HUMAN A0A1W2PQM7_HUMAN A0A1W2PQW3_HUMAN A0A1W2PR58_HUMAN A0A1W2PRA4_HUMAN A0A1W2PRA8_HUMAN A0A1W2PRG3_HUMAN A0A1W2PRH6_HUMAN A0A1W2PRS6_HUMAN A0A1W2PRU4_HUMAN A0A1W2PRW7_HUMAN A0A1W2PS91_HUMAN A0A1W2PSA8_HUMAN A0A1W2PSB5_HUMAN A0A1X7SBT0_HUMAN B1B1I8_HUMAN B1B1I9_HUMAN B1B1J0_HUMAN D1KF47_HUMAN E9PKM0_HUMAN PAX6_HUMAN	12.822928872339629
ENSG00000007376	H3BMZ6_HUMAN H3BQN8_HUMAN H3BRG3_HUMAN H3BS55_HUMAN H3BSG4_HUMAN H3BU91_HUMAN H3BUN6_HUMAN H3BVD0_HUMAN RUSD1_HUMAN	20.780614038095266
ENSG00000007384	A0A1B0GXG1_HUMAN B8ZZ07_HUMAN F8WBS4_HUMAN F8WCF7_HUMAN H0Y6L9_HUMAN RHDF1_HUMAN	21.55814769114947
ENSG00000007392	A8MYV2_HUMAN B8ZZ08_HUMAN B8ZZ09_HUMAN B8ZZ10_HUMAN B8ZZ12_HUMAN F2Z322_HUMAN F8WBC1_HUMAN H7C2U4_HUMAN LUC7L_HUMAN	18.4978823102864
ENSG00000007402	C9JE82_HUMAN C9JVC9_HUMAN CA2D2_HUMAN	17.968173836604855
ENSG00000007516	H3BPP9_HUMAN H3BV46_HUMAN BAIP3_HUMAN	26.858584254051628
ENSG00000007520	H3BQD4_HUMAN TSR3_HUMAN	18.257276707590872
ENSG00000007541	A0A0U1RQX6_HUMAN A0A1B0GUF6_HUMAN A0A1B0GUW1_HUMAN A0A1B0GVF8_HUMAN A0A1B0GVV7_HUMAN A0A1B0GVY0_HUMAN B8ZZ29_HUMAN B8ZZ31_HUMAN E7ERP4_HUMAN H0YFM9_HUMAN H7C336_HUMAN J3QTH6_HUMAN PIGQ_HUMAN	12.0732080811166
ENSG00000007545	H7C194_HUMAN CRML_HUMAN	
ENSG00000007866	A0A1X7SBS4_HUMAN B5MCM0_HUMAN H7C4A7_HUMAN TEAD3_HUMAN	
ENSG00000007908	LYAM2_HUMAN Q5TI72_HUMAN Q5TI73_HUMAN Q5TI74_HUMAN Q5TI75_HUMAN V9GYI4_HUMAN	
ENSG00000007923	B1AK20_HUMAN Q5TH61_HUMAN DJC11_HUMAN	21.71064442704894
ENSG00000007933	FMO3_HUMAN V9GYP3_HUMAN V9GZ60_HUMAN	18.66191646420759
ENSG00000007944	Q5TIA5_HUMAN MYLIP_HUMAN	19.958851325696777
ENSG00000007952	A6NGA6_HUMAN H0Y581_HUMAN Q5H9D4_HUMAN NOX1_HUMAN	19.63982015702345
ENSG00000007968	E2F2_HUMAN	20.50509753391817
ENSG00000008018	PSB1_HUMAN	22.24791448431224
ENSG00000008056	A0A1W2PS00_HUMAN A0A1W2PSE9_HUMAN SYN1_HUMAN	18.483287860760534
ENSG00000008083	JARD2_HUMAN	29.038425078693503
ENSG00000008086	A0A096LNR9_HUMAN A0A096LP32_HUMAN A0A096LPG3_HUMAN A0A096LPI4_HUMAN A0A1B0GTX4_HUMAN A0A1B0GUM4_HUMAN CDKL5_HUMAN	29.929123448950595
